ID,user_id,item_id
12,12,"4798,10326,4277,5303,8562,2140,12857,8421,544,6971"
14,14,"6220,13296,1290,9942,6971,8562,10326,4798,544,7120"
17,17,"1328,10326,1290,544,4798,9942,7120,8562,11298,2989"
21,21,"10326,4798,6220,4277,544,6971,2140,8562,8421,13346"
44,44,"1290,11298,7120,1244,11024,9101,9962,4664,789,10607"
55,55,"10326,8562,4798,2218,13296,4277,6220,3950,13346,10916"
56,56,"6971,2343,5495,12665,89,4798,544,2218,6220,1290"
58,58,"10326,4798,6971,8562,4277,544,13346,5303,3950,6220"
59,59,"4798,6220,3950,10326,13346,9942,4277,6971,5545,12857"
79,79,"10326,6220,4798,13346,4277,8562,2343,6971,544,3950"
81,81,"1290,7120,11298,2989,9101,544,12869,1244,4576,4929"
85,85,"4798,10326,8562,6971,2140,5303,6220,8590,2218,12857"
92,92,"1290,11298,7120,11024,12869,4576,10389,1779,4664,2989"
97,97,"3950,12665,9942,13346,4798,2218,5495,10326,6971,1290"
100,100,"4798,10326,8562,13346,2140,3950,8421,4277,10916,6433"
112,112,"3950,6971,4798,6220,2140,8562,7707,10326,12857,544"
122,122,"10326,8562,4277,3950,6220,4798,217,13296,717,3428"
133,133,"2343,9693,544,9942,8590,9532,6220,6659,8483,4798"
141,141,"1290,6220,13296,8562,7120,544,6971,10326,9942,4798"
144,144,"9295,1290,544,10326,9942,4798,7120,8562,6954,11298"
149,149,"1290,7120,11298,4929,4576,10663,1244,7679,2916,9730"
153,153,"3950,10326,6220,4798,2218,8562,5303,13346,12857,13296"
166,166,"1290,6971,7120,544,10326,2989,9942,3464,9532,11298"
220,220,"8562,4798,6220,13346,9942,2218,5545,8413,13296,12665"
231,231,"3950,2343,9693,12665,9532,13346,8562,9404,5532,5199"
262,262,"1290,10326,6971,7120,4798,4929,12857,5303,544,13346"
274,274,"6220,6971,2218,544,1290,4798,10326,2140,3950,12665"
277,277,"2343,544,4277,4576,6971,12665,10326,13346,1290,12470"
281,281,"1290,7120,6971,4929,11298,9295,10663,789,544,1244"
291,291,"217,3428,4798,8421,717,9942,1290,10326,544,5303"
300,300,"10326,6220,8562,6971,4798,5303,4277,9942,544,13296"
310,310,"4798,5303,10326,8562,2218,544,2140,6220,4277,9942"
332,332,"5495,12470,13306,1290,544,9942,10326,8188,7120,4798"
344,344,"10326,4798,4277,8562,217,12857,6433,8421,13249,3950"
359,359,"1290,6220,544,7120,13296,2989,9101,11298,4576,2218"
380,380,"5495,2343,5199,1290,9942,544,10835,10326,3950,5532"
386,386,"6220,9942,8562,3950,12665,4798,4277,3428,6971,13296"
426,426,"3950,13346,6220,2218,8562,3055,12665,1290,9942,544"
436,436,"10326,4798,4277,8562,6971,544,13346,12857,2140,3950"
453,453,"6220,6971,4798,544,2218,8562,89,10326,5545,13346"
