ID,user_id,item_id
12,12,"4798,5303,10326,4277,8562,12857,2140,8483,10916,8421"
14,14,"6220,13296,9942,7637,1863,9668,589,8562,4798,9564"
17,17,"1328,1221,7480,4072,1261,10326,8093,7862,8673,4798"
21,21,"10326,4798,6220,544,4277,8421,2140,8562,10916,6326"
44,44,"11298,1290,1244,7120,9101,9962,9295,11024,4664,10607"
55,55,"10326,8562,4798,10916,2218,10594,6326,13346,4277,3950"
56,56,"6971,89,5495,2343,12665,8922,9693,4798,5199,8235"
58,58,"4798,10326,6971,8562,5303,544,13346,4277,6433,275"
59,59,"4798,3950,10326,6220,13346,12857,9942,4277,8421,6433"
79,79,"10326,4798,13346,6220,4277,8562,544,10916,5303,2343"
81,81,"1290,7120,9101,11298,2989,544,1244,12869,9295,4929"
85,85,"4798,10326,8562,5303,12857,2140,6971,275,8053,5495"
92,92,"1290,11298,12869,7120,9295,1779,11024,10389,1244,4664"
97,97,"3950,12665,9942,13346,4798,5495,4602,931,3055,10326"
100,100,"4798,13346,10326,8562,10916,8421,2140,6433,3950,8161"
112,112,"3950,4798,6971,6220,12857,2140,5610,1889,8562,9733"
122,122,"10326,8562,3950,4798,4277,217,717,6220,10568,8483"
133,133,"9693,2343,8483,6659,9532,544,9942,1323,6795,8590"
141,141,"1290,6220,1863,8562,8703,5149,2058,13296,8981,7637"
144,144,"9295,13330,6954,12449,7188,816,1166,5238,12143,6919"
149,149,"1290,7120,11298,4929,7679,1244,4576,9101,10674,9730"
153,153,"4798,3950,10326,8562,6220,12857,2218,5303,13346,6326"
166,166,"6971,5001,1290,9375,8235,11484,9532,3464,7024,4497"
220,220,"4798,8562,6220,8413,13346,9942,6326,12665,2218,5676"
231,231,"9693,3950,2343,5199,9404,3507,9532,12665,5532,13346"
262,262,"1290,10326,4798,6971,7120,12857,5303,8205,4929,6326"
274,274,"6220,6971,544,2218,4798,2140,10326,12665,1290,89"
277,277,"544,2343,12470,4277,12665,89,13346,4576,10326,5495"
281,281,"1290,7120,9295,6971,4929,11298,3697,1244,10663,5135"
291,291,"217,3428,717,8421,4798,7802,8792,1735,5303,2895"
300,300,"10326,8562,4798,6220,5303,6971,275,9942,4277,544"
310,310,"4798,5303,10326,8562,544,31,2140,2218,11000,10916"
332,332,"5495,12470,13306,609,5155,1642,3357,8188,3565,10236"
344,344,"10326,4798,4277,8562,6433,10594,217,12857,8421,10916"
359,359,"544,1290,7120,6220,89,9101,2989,13296,1244,11298"
380,380,"5495,5199,2903,10835,4117,5532,2343,9693,11357,5999"
386,386,"9942,6220,8562,3950,12665,4798,3428,4277,13346,6971"
426,426,"3950,13346,3055,6220,12665,8562,89,5199,8235,5524"
436,436,"4798,10326,8562,4277,12857,544,13346,6971,8421,2140"
453,453,"6971,6220,89,4798,544,8562,13346,2218,9532,10326"
461,461,"7120,544,9101,2989,10326,1244,6971,4929,11298,9962"
464,464,"4798,2140,10326,7138,2291,9306,6588,9771,13214,10868"
473,473,"5495,12665,8224,6378,896,11019,527,1440,3050,10779"
481,481,"10326,4798,6220,217,6383,717,8421,350,10077,12665"
490,490,"275,4277,350,8483,4798,9340,10326,10568,7138,9234"
494,494,"4798,8562,6220,10326,5303,6971,3950,12665,8413,9942"
497,497,"2989,1290,7120,12869,7679,9730,7669,11298,12655,11554"
510,510,"2343,544,3950,9942,6220,13346,64,6795,3428,12665"
511,511,"10326,4798,8562,6220,8421,12857,717,2140,5303,4277"
512,512,"9693,1290,2343,544,1244,7120,5532,9101,6834,4576"
524,524,"1290,7120,12869,9962,1244,11298,9295,789,5135,4929"
525,525,"10326,4798,544,5303,4277,3950,6971,2218,12665,2140"
545,545,"10326,8421,4798,10594,7833,12856,12857,13123,11843,1912"
560,560,"8562,10326,3950,4798,6220,13346,6433,10916,544,3428"
564,564,"9693,2343,6795,275,2537,6834,3055,10326,544,8562"
566,566,"13346,2343,4798,3416,9942,5303,11540,275,12665,9693"
568,568,"217,4277,10326,6220,3428,4798,5495,2343,717,8421"
570,570,"8562,8681,10429,6220,7707,544,2218,7706,13296,9937"
573,573,"4798,10326,4277,13346,3950,10916,8562,6433,217,5303"
594,594,"8562,6220,3950,5303,4798,10326,13346,4277,12665,8421"
601,601,"4798,10326,5303,2218,12665,8562,275,2140,3950,544"
605,605,"2905,5495,3950,12611,5999,11357,406,4798,3035,1408"
641,641,"6220,4798,9942,3950,3428,5495,10326,13346,2343,9693"
650,650,"9942,6220,3950,2218,217,5303,3428,5545,8562,544"
675,675,"9942,6220,6971,12665,8562,3870,4798,3950,4413,12404"
677,677,"1290,7120,4929,10663,3697,9962,12030,2916,789,1244"
679,679,"10326,544,6971,9942,5303,4798,6220,8562,4277,5676"
683,683,"3950,5610,13346,9245,8746,8562,8572,4113,4469,5700"
687,687,"10326,4798,544,8562,13346,6220,10916,12665,5303,8421"
705,705,"275,5303,4798,12404,544,10326,7063,4277,1912,4877"
708,708,"1290,7120,544,1244,9101,11298,6971,2989,4664,4576"
712,712,"5495,9942,6220,8562,3950,12665,13306,13346,13110,4798"
715,715,"4798,5303,2140,6971,7578,275,11000,13346,10326,8483"
728,728,"1290,7120,9101,11298,1244,9962,2989,9730,4576,789"
743,743,"2343,12665,9693,2218,544,10326,2903,5532,5199,89"
753,753,"6220,544,7707,8562,9942,8333,8208,5495,5184,8413"
