ID,user_id,item_id
12,12,"4798,10326,4277,5303,8562,2140,12857,8421,8483,6971"
14,14,"6220,13296,1290,9942,6971,8562,10326,4798,7120,544"
17,17,"1328,10326,1290,544,4798,9942,7120,8562,11298,2989"
21,21,"10326,4798,6220,4277,544,2140,6971,8562,8421,13346"
44,44,"1290,11298,7120,1244,11024,9101,9962,789,4664,10607"
55,55,"10326,8562,4798,2218,13296,4277,6220,3950,13346,10916"
56,56,"6971,2343,89,5495,12665,4798,2218,544,6220,9693"
58,58,"10326,4798,6971,8562,4277,544,13346,5303,3950,13296"
59,59,"4798,3950,6220,10326,13346,4277,9942,5545,12857,6971"
79,79,"10326,6220,4798,4277,13346,8562,6971,2343,544,7707"
81,81,"1290,7120,11298,9101,2989,544,12869,4929,1244,4576"
85,85,"4798,10326,8562,2140,6971,5303,8590,6220,2218,12857"
92,92,"1290,11298,7120,11024,12869,4576,10389,1779,4664,10607"
97,97,"3950,12665,9942,13346,4798,2218,5495,10326,6971,3055"
100,100,"4798,10326,8562,13346,2140,8421,3950,4277,10916,8161"
112,112,"3950,6971,4798,6220,2140,7707,8562,12857,10326,544"
122,122,"10326,8562,4277,3950,6220,4798,217,13296,717,3428"
133,133,"2343,9693,8590,544,9942,9532,8483,6659,6220,1323"
141,141,"1290,6220,13296,8562,7120,6971,544,10326,9942,1863"
144,144,"9295,1290,544,6954,10326,9942,4798,7120,13330,8562"
149,149,"1290,7120,4929,11298,4576,10663,1244,7679,10674,2916"
153,153,"3950,6220,10326,4798,2218,8562,5303,13346,12857,13296"
166,166,"6971,1290,7120,544,3464,9532,10326,2989,9942,2343"
220,220,"8562,4798,6220,13346,9942,2218,8413,5545,13296,6326"
231,231,"3950,2343,9693,9532,12665,13346,9404,8562,5532,5199"
262,262,"1290,10326,6971,7120,4798,4929,12857,5303,544,13346"
274,274,"6220,6971,2218,544,1290,4798,2140,10326,3950,12665"
277,277,"2343,544,4277,4576,6971,12665,13346,5545,12470,10326"
281,281,"1290,7120,6971,4929,9295,10663,11298,789,5135,1244"
291,291,"217,3428,4798,8421,717,9942,10326,1290,5303,544"
300,300,"10326,6220,8562,6971,4798,5303,4277,9942,13296,544"
310,310,"4798,5303,10326,8562,2218,544,2140,6220,4277,9942"
332,332,"5495,12470,13306,8188,1290,544,9942,10326,3565,609"
344,344,"10326,4798,4277,8562,217,8421,6433,12857,13249,10594"
359,359,"1290,6220,7120,544,13296,2989,9101,4576,89,2218"
380,380,"5495,2343,5199,10835,2903,5532,9942,1290,544,3950"
386,386,"6220,9942,8562,3950,12665,4798,4277,3428,6971,13296"
426,426,"3950,13346,6220,2218,3055,8562,12665,1290,9942,544"
436,436,"10326,4798,4277,8562,6971,544,12857,2140,13346,8421"
453,453,"6220,6971,4798,2218,544,89,8562,5545,10326,13346"
461,461,"7120,544,6971,10326,2989,4929,1244,10663,9101,11298"
464,464,"2140,4798,10326,1290,544,7138,9942,7120,8562,4277"
473,473,"5495,12665,1290,544,8562,10326,9942,7120,4798,11298"
481,481,"10326,6220,4798,217,6383,8421,717,350,11969,12665"
490,490,"4277,275,350,10326,4798,8483,544,6220,9340,3428"
494,494,"4798,8562,6220,10326,6971,5303,3950,12665,9942,2218"
497,497,"1290,2989,7120,12869,9730,7679,11298,7669,544,11024"
510,510,"2343,544,3950,6220,9942,13346,3428,12665,8562,10326"
511,511,"10326,4798,6220,8562,8421,12857,4277,2140,5303,2218"
512,512,"1290,2343,9693,544,7120,4576,1244,5532,11298,2989"
524,524,"1290,7120,12869,9962,789,11298,1244,4929,4664,5135"
525,525,"10326,4798,544,4277,5303,6971,3950,2218,2140,8562"
545,545,"10326,4798,8421,8562,1290,544,10594,12857,9942,217"
560,560,"10326,8562,3950,6220,4798,13346,544,3428,8421,5303"
564,564,"2343,9693,6795,10326,275,544,8562,3055,4277,6834"
566,566,"2343,13346,9942,4798,3950,5303,3416,8562,6220,12665"
568,568,"6220,4277,10326,217,2343,3428,4798,544,5495,8421"
570,570,"8562,6220,7707,13296,2218,544,8681,10326,1290,9942"
573,573,"4277,10326,3950,4798,13346,8562,6220,2140,217,5303"
594,594,"6220,8562,3950,10326,4277,13346,4798,5303,2140,12665"
601,601,"10326,2218,4798,5303,6220,6971,8562,2140,1290,3950"
605,605,"3950,5495,2905,4798,10326,1290,544,9942,12611,7120"
641,641,"6220,3950,9942,4798,2343,10326,13346,3428,5495,544"
650,650,"6220,9942,3950,2218,217,5545,3428,5303,4277,8562"
675,675,"6220,9942,6971,8562,12665,3950,7707,5545,4798,3870"
677,677,"1290,7120,4929,10663,789,9962,2916,3697,1244,544"
679,679,"10326,544,6971,6220,9942,5303,4277,8562,4798,2218"
683,683,"3950,13346,8562,4798,5610,1290,544,10326,9942,7120"
687,687,"10326,544,4798,6220,8562,13346,1290,12665,5303,8421"
705,705,"5303,275,4798,4277,544,10326,12404,1290,9942,7120"
708,708,"1290,7120,544,11298,1244,6971,11024,4576,9101,10663"
712,712,"6220,9942,3950,8562,5495,2218,12665,13346,13306,10326"
715,715,"4798,2140,6971,5303,10326,13346,8562,3950,1290,2218"
728,728,"1290,7120,11298,1244,4576,9101,9962,789,2989,544"
743,743,"2343,2218,12665,544,10326,9693,6971,5532,3950,6220"
753,753,"6220,7707,544,8562,9942,5495,2989,3950,1290,10326"
757,757,"4798,10326,5303,6971,9942,13346,6220,2218,3950,8421"
768,768,"3950,5495,2218,10326,13346,8562,8413,5303,12470,6220"
797,797,"2343,5532,10835,6795,6220,544,9532,1290,10326,6834"
813,813,"12665,1290,6220,6971,544,7120,9942,10326,11298,2343"
832,832,"1290,7120,11298,4929,6971,10663,12869,9101,789,2989"
833,833,"10326,6220,9942,4798,8562,5303,3950,13346,2140,5545"
844,844,"2343,12665,13346,6220,6971,9942,5545,10326,4277,544"
858,858,"10326,4277,544,3950,6220,8562,8590,1290,4798,50"
874,874,"11298,4576,12869,11024,6220,1290,9730,7120,544,10389"
875,875,"10326,12470,8562,4277,5303,4798,544,13296,6220,2218"
892,892,"4798,6220,8562,5303,2140,7707,10326,6971,1290,9942"
897,897,"3950,3428,13346,6220,9942,12665,1290,2343,544,8562"
912,912,"1290,7120,4798,8590,6971,4929,10326,10663,9295,5303"
924,924,"6220,13346,5545,8562,9942,7707,4798,13296,5485,12665"
926,926,"6220,1290,13296,5545,544,7707,9942,10326,12665,8562"
933,933,"4277,5303,6220,10326,2140,544,5495,8562,2218,9942"
944,944,"8562,6220,9942,3950,2343,5545,13296,13346,89,3428"
951,951,"5495,2218,6971,6220,4798,5303,8562,8590,10326,2140"
974,974,"8562,6220,544,9942,13296,5545,3950,4798,7707,13346"
1010,1010,"1290,544,10326,4798,9942,7120,9306,8562,11298,2989"
1013,1013,"6971,12665,89,1290,3950,544,8562,10326,6220,7983"
1016,1016,"1290,4798,2218,6220,7120,9942,8562,6971,8590,5303"
1023,1023,"1290,7120,6220,6971,13296,1244,11024,89,2218,5545"
1035,1035,"544,6971,12665,1290,5303,10326,4277,6220,2218,2140"
1046,1046,"1290,544,7120,10326,11298,6971,4576,5303,9101,2989"
1051,1051,"1290,7120,8590,2218,9942,2989,544,8562,6220,13296"
1057,1057,"10326,5303,6971,8421,4798,12857,7138,8562,1290,544"
1064,1064,"1290,7120,4798,6971,10326,8590,4929,10663,2140,5303"
1080,1080,"1290,10326,544,4798,9942,7120,8562,7589,11298,12104"
1089,1089,"10326,4277,8562,4798,544,6220,6971,217,3950,5303"
1090,1090,"13346,8562,10326,4277,3950,6971,4798,8421,10916,2140"
1103,1103,"8562,10326,4798,13346,10916,3950,4277,217,6433,5303"
1123,1123,"1290,7120,6971,4929,10663,6220,544,10326,9942,4798"
1134,1134,"10326,4798,8562,5303,4277,13346,8421,2140,3950,12857"
1136,1136,"3950,8562,4798,10326,2218,9942,4277,13346,5545,12665"
1139,1139,"6220,13296,5495,9942,7707,6971,544,1290,5545,8562"
1154,1154,"6220,3428,12665,544,9942,10326,4277,7707,2343,4798"
1169,1169,"1290,6220,11298,4929,4576,544,1244,6971,10663,2989"
1173,1173,"8562,8188,6220,7707,13296,3950,2218,4798,10326,13346"
1178,1178,"1290,544,10326,9942,7120,4798,8562,13346,11298,12665"
