ID,user_id,item_id
12,12,"5303,4277,4798,10326,2140,8562,8421,12857,10916,6971"
14,14,"6220,13296,6971,1290,8590,9942,7637,9668,1863,589"
17,17,"1328,1221,7480,4072,10326,1261,8093,8673,7862,11655"
21,21,"10326,4798,6220,2140,4277,8421,6971,544,8562,6326"
44,44,"1290,11298,7120,1244,11024,789,9962,10607,5135,4664"
55,55,"10326,8562,2218,4798,13296,4277,6220,3950,10916,6326"
56,56,"6971,2343,89,8922,7983,5495,12665,8235,2218,5532"
58,58,"10326,4798,6971,4277,8562,5303,13296,2140,8421,13346"
59,59,"4798,6220,3950,10326,13346,4277,5545,7707,2140,8421"
79,79,"6220,10326,4277,13346,4798,7707,6971,2140,2343,8562"
81,81,"1290,7120,4929,11298,2989,9101,4576,12869,544,1244"
85,85,"2140,4798,8590,10326,6971,5303,8562,6220,2218,12857"
92,92,"1290,11298,11024,7120,12869,4576,10607,1779,10389,4664"
97,97,"3950,12665,13346,9942,2218,3055,4602,4798,931,6971"
100,100,"2140,4798,8421,13346,10326,8562,3950,10916,8161,4277"
112,112,"3950,6971,4798,6220,2140,7707,9733,12857,5610,8562"
122,122,"4277,3950,10326,8562,6220,4798,217,13296,2140,717"
133,133,"2343,9693,8590,9532,544,9942,6659,6220,8483,1323"
141,141,"1290,6220,13296,1863,8562,7120,6971,5149,8703,4698"
144,144,"9295,6954,13330,12449,7188,816,1166,5238,12143,6919"
149,149,"1290,7120,4929,4576,10663,11298,10674,2916,4163,296"
153,153,"3950,6220,10326,2218,4798,8562,5303,13296,8421,2140"
166,166,"6971,1290,5001,8235,9375,9532,7120,3464,7983,7024"
220,220,"6220,8562,4798,13346,2218,5545,13296,9942,7707,6326"
231,231,"3950,2343,9693,9532,5199,5532,3507,12665,9404,13346"
262,262,"1290,6971,10326,7120,4798,4929,12857,5303,2140,10663"
274,274,"6220,6971,2218,2140,544,1290,4798,10326,3950,8922"
277,277,"2343,4576,4277,544,5545,6971,12470,12665,1978,13346"
281,281,"1290,7120,4929,6971,10663,789,5135,9295,9962,11298"
291,291,"217,3428,8421,717,4798,7802,8792,5303,1735,2140"
300,300,"6220,10326,8562,6971,5303,4798,2140,4277,13296,2218"
310,310,"5303,4798,2140,2218,10326,8562,11384,8421,544,6220"
332,332,"5495,12470,13306,5155,609,1642,3565,10236,3545,8188"
344,344,"10326,4277,4798,8562,8421,6433,217,12857,10594,8161"
359,359,"6220,1290,7120,544,13296,89,4576,9962,2218,789"
380,380,"5495,10835,5199,2903,5532,2343,4117,5999,3950,8279"
386,386,"6220,9942,3950,8562,13296,4277,12665,6971,3428,4798"
426,426,"3950,13346,6220,3055,2218,8562,8235,5524,5199,931"
436,436,"10326,4277,4798,8562,2140,6971,8421,12857,13346,544"
453,453,"6220,6971,89,5545,2218,4798,544,3950,8562,9532"
461,461,"7120,544,4929,6971,10663,789,9962,2989,10326,1244"
