ID,user_id,item_id
12,12,"4798,10326,5303,4277,8562,2140,12857,8483,10916,8421"
14,14,"6220,13296,9942,1290,6971,8562,4798,10326,7637,544"
17,17,"1328,10326,1221,7480,4798,544,4072,1261,8093,1290"
21,21,"10326,4798,6220,544,4277,2140,8562,8421,6971,6326"
44,44,"1290,11298,1244,7120,9101,11024,9962,9295,4664,10607"
55,55,"10326,8562,4798,2218,10916,13346,4277,10594,13296,6326"
56,56,"6971,89,2343,5495,12665,4798,8922,9693,5199,7983"
58,58,"10326,4798,6971,8562,544,13346,4277,5303,6433,3950"
59,59,"4798,3950,10326,6220,13346,12857,9942,4277,8421,6971"
79,79,"10326,4798,13346,6220,4277,8562,544,6971,2343,5303"
81,81,"1290,7120,9101,11298,2989,544,1244,12869,4929,9295"
85,85,"4798,10326,8562,5303,2140,12857,6971,6220,8590,2218"
92,92,"1290,11298,12869,7120,11024,1779,4576,9295,10389,1244"
97,97,"3950,12665,13346,9942,4798,5495,4602,2218,10326,3055"
100,100,"4798,13346,10326,8562,10916,8421,2140,3950,6433,8161"
112,112,"3950,6971,4798,6220,12857,2140,8562,10326,1889,5610"
122,122,"10326,8562,3950,4798,4277,6220,217,717,10568,8483"
133,133,"2343,9693,8483,9532,544,6659,9942,8590,1323,6795"
141,141,"1290,6220,8562,1863,13296,7120,544,5149,8703,10326"
144,144,"9295,6954,13330,12449,7188,816,1166,544,4798,9101"
149,149,"1290,7120,11298,4929,4576,7679,1244,10663,10674,9101"
153,153,"4798,10326,3950,6220,8562,2218,12857,5303,13346,6326"
166,166,"6971,1290,9532,5001,3464,544,9375,8235,11484,10326"
220,220,"4798,8562,6220,13346,8413,9942,6326,2218,12665,5676"
231,231,"3950,9693,2343,9532,9404,5199,12665,13346,3507,5532"
262,262,"1290,10326,6971,4798,7120,12857,5303,4929,8205,13346"
274,274,"6220,6971,544,2218,4798,10326,1290,2140,12665,3950"
277,277,"2343,544,4277,12470,4576,12665,13346,89,6971,10326"
281,281,"1290,7120,6971,4929,9295,11298,10663,1244,3697,5135"
291,291,"217,3428,717,4798,8421,7802,5303,8792,10326,1735"
300,300,"10326,8562,6220,4798,6971,5303,4277,9942,544,275"
310,310,"4798,5303,10326,8562,544,2218,2140,31,11000,8421"
332,332,"5495,12470,13306,609,8188,5155,3565,1642,3357,10236"
344,344,"10326,4798,4277,8562,6433,217,12857,10594,8421,13249"
359,359,"1290,544,6220,7120,9101,89,13296,2989,1244,11298"
380,380,"5495,5199,2903,10835,5532,2343,4117,544,10326,9693"
386,386,"6220,9942,8562,3950,12665,4798,3428,4277,13346,6971"
426,426,"3950,13346,6220,3055,8562,2218,12665,89,5199,5524"
436,436,"4798,10326,4277,8562,12857,6971,13346,544,2140,8421"
453,453,"6220,6971,4798,89,544,8562,13346,2218,10326,9532"
461,461,"7120,544,10326,2989,6971,9101,1244,4929,11298,9962"
464,464,"4798,2140,10326,7138,2291,544,9306,6588,1290,13346"
473,473,"5495,12665,8224,6378,544,896,8562,10326,11019,4798"
481,481,"10326,6220,4798,217,6383,717,350,8421,10077,12665"
490,490,"4277,275,350,4798,8483,10326,9340,10568,544,3428"
494,494,"4798,8562,6220,10326,6971,5303,3950,12665,13346,9942"
497,497,"1290,2989,7120,12869,7679,9730,11298,7669,12655,11554"
510,510,"2343,544,3950,6220,9942,13346,64,3428,12665,6795"
511,511,"10326,4798,6220,8562,12857,8421,2140,4277,717,5303"
512,512,"1290,9693,2343,544,1244,7120,5532,4576,9101,11298"
524,524,"1290,7120,12869,9962,1244,11298,789,9295,4664,5135"
525,525,"10326,4798,544,5303,4277,3950,6971,2218,8562,2140"
545,545,"10326,4798,8421,10594,12857,8562,7833,12856,8161,13123"
560,560,"10326,8562,3950,4798,6220,13346,544,6433,3428,10916"
564,564,"9693,2343,6795,275,2537,6834,10326,3055,544,8562"
566,566,"13346,2343,4798,3416,9942,5303,12665,3950,275,13306"
568,568,"217,6220,4277,10326,3428,4798,2343,5495,544,8421"
570,570,"8562,6220,7707,8681,2218,544,10429,13296,10326,7706"
573,573,"4798,10326,4277,13346,3950,8562,10916,217,6433,6220"
594,594,"8562,6220,3950,10326,13346,4798,5303,4277,12665,2140"
601,601,"10326,4798,2218,5303,8562,6220,12665,6971,3950,2140"
605,605,"2905,3950,5495,12611,5999,4798,10326,544,11357,406"
641,641,"6220,4798,3950,9942,10326,13346,3428,2343,5495,9693"
650,650,"9942,6220,3950,2218,217,3428,5303,5545,8562,544"
675,675,"6220,9942,6971,12665,8562,3870,3950,4798,12404,4413"
677,677,"1290,7120,4929,10663,3697,9962,789,2916,1244,12030"
679,679,"10326,544,6971,9942,6220,5303,4798,8562,4277,2218"
