ID,user_id,item_id
12,12,"4798,4277,10326,5303,2140,8562,12857,8421,8483,10916"
14,14,"6220,13296,1290,6971,9942,8562,10326,4798,7120,544"
17,17,"1328,10326,1290,544,4798,9942,1221,7120,7480,8562"
21,21,"10326,4798,6220,4277,2140,544,6971,8421,8562,13346"
44,44,"1290,11298,7120,1244,11024,9101,9962,789,4664,10607"
55,55,"10326,8562,4798,2218,13296,4277,3950,6220,13346,10916"
56,56,"6971,2343,89,5495,12665,4798,8922,2218,7983,544"
58,58,"10326,4798,6971,8562,4277,544,5303,13346,13296,3950"
59,59,"4798,3950,6220,10326,13346,4277,9942,5545,12857,7707"
79,79,"10326,6220,4798,4277,13346,6971,8562,2343,7707,544"
81,81,"1290,7120,11298,9101,2989,12869,544,4929,4576,1244"
85,85,"4798,10326,8562,2140,6971,8590,5303,6220,2218,12857"
92,92,"1290,11298,7120,11024,12869,4576,10389,1779,4664,10607"
97,97,"3950,12665,9942,13346,4798,2218,5495,6971,3055,10326"
100,100,"4798,10326,13346,8562,2140,8421,3950,10916,4277,8161"
112,112,"3950,6971,4798,6220,2140,7707,8562,12857,10326,5303"
122,122,"10326,4277,8562,3950,6220,4798,217,13296,717,10568"
133,133,"2343,9693,8590,544,9942,9532,8483,6659,6220,1323"
141,141,"1290,6220,13296,8562,7120,6971,1863,544,10326,9942"
144,144,"9295,6954,13330,1290,12449,544,10326,9942,7188,4798"
149,149,"1290,7120,4929,11298,4576,10663,10674,2916,7679,1244"
153,153,"3950,6220,10326,4798,2218,8562,5303,12857,13346,13296"
166,166,"6971,1290,7120,9532,3464,544,5001,2989,10326,9942"
220,220,"8562,4798,6220,13346,9942,2218,8413,5545,13296,6326"
231,231,"3950,2343,9693,9532,12665,5199,5532,9404,13346,8562"
262,262,"1290,10326,6971,7120,4798,4929,12857,5303,13346,8590"
274,274,"6220,6971,2218,544,4798,2140,1290,10326,3950,12665"
277,277,"2343,544,4576,4277,6971,5545,12665,12470,13346,10326"
281,281,"1290,7120,6971,4929,9295,10663,11298,789,5135,9962"
291,291,"217,3428,8421,717,4798,5303,9942,10326,1290,544"
300,300,"10326,6220,8562,6971,4798,5303,4277,9942,13296,2140"
310,310,"4798,5303,10326,8562,2218,2140,544,6220,4277,8421"
332,332,"5495,12470,13306,8188,609,3565,5155,1290,544,9942"
344,344,"10326,4277,4798,8562,217,8421,6433,12857,13249,10594"
359,359,"1290,6220,7120,544,13296,2989,89,4576,9101,2218"
380,380,"5495,5199,10835,2343,2903,5532,9942,1290,3950,544"
386,386,"6220,9942,8562,3950,12665,4277,4798,3428,6971,13296"
426,426,"3950,13346,6220,3055,2218,8562,12665,5199,89,5303"
436,436,"10326,4798,4277,8562,6971,2140,12857,13346,544,8421"
453,453,"6220,6971,4798,2218,89,544,5545,8562,13346,10326"
461,461,"7120,544,6971,4929,10326,2989,10663,1244,9101,9962"
464,464,"2140,4798,10326,7138,1290,544,9942,7120,8562,4277"
473,473,"5495,12665,1290,544,8562,10326,9942,7120,8224,6378"
481,481,"10326,6220,4798,217,6383,8421,717,350,11969,12665"
490,490,"4277,275,350,10326,4798,8483,9340,544,6220,3428"
494,494,"4798,8562,6220,10326,6971,5303,3950,12665,9942,7707"
497,497,"1290,2989,7120,12869,7679,9730,11298,7669,4576,11024"
510,510,"2343,544,3950,6220,9942,13346,3428,5532,12665,8562"
511,511,"10326,4798,6220,8562,8421,12857,2140,4277,5303,2218"
512,512,"1290,2343,9693,544,7120,4576,1244,5532,11298,2989"
524,524,"1290,7120,12869,9962,789,11298,5135,4929,1244,4664"
525,525,"10326,4798,544,4277,5303,6971,3950,2218,2140,8562"
545,545,"10326,8421,4798,10594,8562,8161,1290,12857,544,217"
560,560,"10326,8562,3950,6220,4798,13346,544,8421,3428,6433"
564,564,"2343,9693,6795,275,3055,10326,6834,2537,8562,4277"
566,566,"2343,13346,9942,3416,4798,3950,5303,6971,6220,8562"
568,568,"6220,4277,217,10326,2343,3428,4798,8421,544,5495"
570,570,"8562,7707,6220,13296,2218,544,8681,10429,12606,10326"
573,573,"4277,3950,10326,4798,13346,8562,6220,2140,217,5303"
594,594,"6220,8562,3950,10326,4277,5303,13346,4798,2140,8421"
