ID,user_id,item_id
12,12,"4798,5303,10326,4277,8562,2140,12857,8483,10916,8421"
14,14,"6220,13296,9942,7637,6971,1290,9668,1863,8562,589"
17,17,"1328,1221,7480,10326,4072,1261,8093,8673,7862,4798"
21,21,"10326,4798,6220,4277,544,2140,8421,6971,8562,6326"
44,44,"1290,11298,1244,7120,9101,11024,9962,4664,9295,10607"
55,55,"10326,8562,4798,2218,10916,13296,10594,6326,4277,13346"
56,56,"6971,89,2343,5495,12665,8922,4798,7983,5199,9693"
58,58,"10326,4798,6971,8562,13346,4277,5303,544,6433,3950"
59,59,"4798,3950,10326,6220,13346,12857,4277,9942,8421,5545"
79,79,"10326,4798,13346,6220,4277,8562,6971,2343,544,5303"
81,81,"1290,7120,9101,11298,2989,12869,1244,544,4929,9295"
85,85,"4798,10326,8562,5303,2140,12857,6971,8590,8053,6220"
92,92,"1290,11298,12869,7120,11024,1779,4576,9295,10389,4664"
97,97,"3950,12665,13346,9942,4798,4602,5495,3055,931,2218"
100,100,"4798,13346,10326,8562,8421,10916,2140,3950,8161,6433"
112,112,"3950,6971,4798,6220,2140,12857,5610,1889,8562,9733"
122,122,"10326,8562,3950,4277,4798,6220,217,717,10568,8483"
133,133,"2343,9693,9532,8483,6659,544,8590,9942,1323,6795"
141,141,"1290,6220,1863,13296,8562,8703,5149,2058,7637,4698"
144,144,"9295,6954,13330,12449,7188,816,1166,5238,12143,6919"
149,149,"1290,7120,11298,4929,4576,7679,10674,1244,10663,2916"
153,153,"3950,4798,10326,6220,8562,2218,12857,5303,13346,6326"
166,166,"6971,1290,5001,9532,9375,8235,3464,11484,7024,4497"
220,220,"4798,8562,6220,13346,8413,9942,6326,2218,12665,5545"
231,231,"3950,9693,2343,9532,5199,9404,3507,5532,12665,13346"
262,262,"1290,10326,6971,4798,7120,12857,5303,4929,8205,13346"
274,274,"6220,6971,2218,544,4798,2140,10326,1290,12665,89"
277,277,"2343,544,4277,4576,12470,12665,13346,89,6971,10326"
281,281,"1290,7120,6971,4929,9295,11298,10663,3697,5135,1244"
291,291,"217,3428,717,8421,4798,7802,8792,1735,5303,9489"
300,300,"10326,8562,6220,4798,6971,5303,4277,275,9942,2140"
310,310,"4798,5303,10326,8562,2218,544,2140,31,11000,11384"
332,332,"5495,12470,13306,609,5155,3565,1642,8188,3357,10236"
344,344,"10326,4798,4277,8562,6433,12857,217,10594,8421,13249"
359,359,"1290,544,6220,7120,89,13296,9101,2989,1244,11298"
380,380,"5495,5199,2903,10835,5532,4117,2343,11357,5999,2443"
386,386,"6220,9942,8562,3950,12665,4798,3428,4277,6971,13346"
426,426,"3950,13346,6220,3055,2218,8562,12665,5524,8235,89"
436,436,"4798,10326,4277,8562,12857,6971,13346,2140,544,8421"
453,453,"6220,6971,89,4798,544,2218,8562,13346,9532,10326"
461,461,"7120,544,10326,6971,2989,9101,4929,1244,9962,10663"
464,464,"4798,2140,10326,7138,2291,9306,6588,9771,13214,10868"
473,473,"5495,12665,8224,6378,896,11019,527,1440,3050,10779"
481,481,"10326,6220,4798,217,6383,717,8421,350,10077,4694"
490,490,"4277,275,350,8483,4798,9340,10326,10568,7138,9234"
494,494,"4798,8562,6220,10326,6971,5303,3950,12665,13346,9942"
497,497,"1290,2989,7120,12869,7679,9730,7669,11298,12655,11554"
510,510,"2343,544,3950,6220,9942,13346,64,6795,5532,3428"
511,511,"10326,4798,6220,8562,8421,12857,2140,4277,717,5303"
512,512,"1290,9693,2343,544,1244,7120,5532,4576,9101,6834"
524,524,"1290,7120,12869,9962,789,1244,11298,9295,5135,4664"
525,525,"10326,4798,544,5303,4277,3950,6971,2218,2140,8562"
545,545,"10326,8421,4798,10594,7833,12856,12857,13123,8161,11843"
560,560,"10326,8562,3950,6220,4798,13346,6433,544,3428,8421"
564,564,"9693,2343,6795,275,2537,6834,3055,10326,10835,8562"
