ID,user_id,item_id
12,12,"4798,10326,5303,4277,8562,12857,8483,2140,10916,275"
14,14,"6220,9942,4798,8562,544,10326,13296,9101,6971,1290"
17,17,"1328,10326,4798,544,9101,6659,1221,9942,7480,5495"
21,21,"10326,4798,544,6220,8562,4277,8421,2140,10916,6971"
44,44,"11298,1290,1244,7120,9101,9295,9962,11024,12869,2989"
55,55,"10326,8562,4798,10916,2218,10594,13346,6326,3950,4277"
56,56,"6971,89,5495,12665,2343,9693,4798,544,5199,8922"
58,58,"4798,10326,6971,8562,544,5303,13346,4277,6433,275"
59,59,"4798,10326,3950,6220,13346,9942,12857,4277,6433,8421"
79,79,"10326,4798,13346,6220,4277,8562,544,5303,2343,3428"
81,81,"1290,7120,9101,11298,2989,544,1244,12869,9295,4929"
85,85,"4798,10326,8562,5303,12857,5495,2140,6971,275,544"
92,92,"1290,11298,7120,12869,9295,1244,1779,9101,2989,11024"
97,97,"3950,12665,9942,4798,13346,5495,10326,4602,544,2218"
100,100,"4798,10326,8562,13346,10916,8421,2140,3950,6433,12857"
112,112,"4798,3950,6971,6220,12857,8562,2140,10326,544,1889"
122,122,"10326,8562,4798,3950,4277,217,717,6220,8483,10568"
133,133,"9693,2343,8483,544,6659,9942,9532,1323,6795,8590"
141,141,"1290,6220,8562,1863,544,7120,9101,4798,10326,9942"
144,144,"9295,9101,6954,13330,544,4798,12449,7188,816,10326"
149,149,"1290,7120,11298,4929,7679,9101,1244,9730,4576,7669"
153,153,"4798,10326,3950,8562,6220,12857,5303,2218,13346,6326"
166,166,"6971,1290,544,9101,3464,4798,2989,11484,5001,10326"
220,220,"4798,8562,6220,8413,13346,9942,6326,12665,5676,2218"
231,231,"9693,3950,2343,12665,9404,5199,9532,3507,13346,8562"
262,262,"1290,10326,4798,6971,7120,12857,5303,8205,544,4929"
274,274,"6220,544,6971,4798,2218,10326,12665,1290,2140,89"
277,277,"544,2343,12470,12665,4277,89,13346,10326,5495,4576"
281,281,"1290,7120,9295,6971,4929,11298,1244,9101,544,3697"
291,291,"217,3428,717,4798,8421,5303,544,9942,10326,9101"
300,300,"10326,8562,4798,6220,5303,6971,9942,544,275,4277"
310,310,"4798,5303,10326,8562,544,2218,31,10916,2140,5495"
332,332,"5495,12470,13306,609,8188,544,3565,9101,5155,4798"
344,344,"10326,4798,4277,8562,6433,217,12857,10594,10916,8421"
359,359,"544,1290,7120,6220,9101,89,2989,11298,1244,9942"
380,380,"5495,5199,2903,9693,2343,544,9942,9101,5532,4798"
386,386,"9942,6220,8562,12665,4798,3950,3428,13346,4277,6971"
426,426,"3950,13346,6220,12665,8562,3055,89,5495,2218,8413"
436,436,"4798,10326,8562,4277,12857,544,13346,6971,6433,8421"
453,453,"6220,6971,4798,89,544,8562,10326,13346,2218,9942"
461,461,"7120,544,9101,10326,2989,1244,6971,11298,4929,9942"
