ID,user_id,item_id
12,12,"4798,10326,5303,4277,8562,12857,2140,8483,10916,8421"
14,14,"6220,13296,9942,1290,8562,4798,10326,6971,544,9101"
17,17,"1328,10326,4798,544,1290,1221,9101,7480,9942,6659"
21,21,"10326,4798,6220,544,4277,8562,2140,6971,8421,13346"
44,44,"1290,11298,1244,7120,9101,11024,9962,9295,4664,12869"
55,55,"10326,8562,4798,2218,10916,13346,4277,3950,10594,13296"
56,56,"6971,89,2343,5495,12665,4798,9693,544,8922,5199"
58,58,"10326,4798,6971,8562,544,13346,4277,5303,3950,6433"
59,59,"4798,10326,3950,6220,13346,12857,9942,4277,6971,8421"
79,79,"10326,4798,13346,6220,4277,8562,544,6971,2343,5303"
81,81,"1290,7120,9101,11298,2989,544,1244,12869,4929,9295"
85,85,"4798,10326,8562,5303,12857,6971,2140,6220,544,5495"
92,92,"1290,11298,12869,7120,11024,4576,1779,9295,1244,10389"
97,97,"3950,12665,13346,9942,4798,5495,10326,2218,4602,3055"
100,100,"4798,10326,13346,8562,10916,8421,2140,3950,6433,12857"
112,112,"3950,4798,6971,6220,12857,2140,8562,10326,1889,544"
122,122,"10326,8562,4798,3950,4277,6220,217,717,10568,8483"
133,133,"2343,9693,544,8483,9532,6659,9942,8590,1323,6795"
141,141,"1290,6220,8562,1863,13296,544,7120,10326,4798,6971"
144,144,"9295,6954,13330,544,4798,9101,10326,12449,7188,816"
149,149,"1290,7120,11298,4929,4576,1244,7679,9101,9730,10663"
153,153,"4798,10326,3950,6220,8562,2218,12857,13346,5303,6326"
166,166,"1290,6971,544,9532,3464,10326,9101,5001,4798,7120"
220,220,"4798,8562,6220,13346,8413,9942,6326,2218,12665,5676"
231,231,"3950,9693,2343,9532,9404,12665,13346,5199,8562,5532"
262,262,"1290,10326,4798,6971,7120,12857,5303,4929,13346,8205"
274,274,"6220,6971,544,2218,4798,10326,1290,2140,12665,3950"
277,277,"544,2343,4277,12470,12665,4576,13346,10326,89,6971"
281,281,"1290,7120,6971,4929,9295,11298,1244,10663,544,9101"
291,291,"217,3428,717,4798,8421,10326,544,5303,9942,8562"
300,300,"10326,8562,6220,4798,6971,5303,4277,9942,544,275"
310,310,"4798,5303,10326,8562,544,2218,2140,31,6220,11000"
332,332,"5495,12470,13306,609,8188,3565,544,5155,10326,4798"
344,344,"10326,4798,4277,8562,217,6433,12857,10594,8421,13249"
359,359,"1290,544,6220,7120,9101,89,13296,2989,1244,11298"
380,380,"5495,5199,2903,2343,10835,5532,544,10326,4798,9942"
386,386,"6220,9942,8562,3950,12665,4798,3428,4277,13346,6971"
426,426,"3950,13346,6220,3055,8562,12665,2218,89,544,10326"
436,436,"4798,10326,8562,4277,12857,13346,544,6971,2140,8421"
453,453,"6220,6971,4798,89,544,8562,13346,10326,2218,9532"
461,461,"7120,544,10326,2989,9101,6971,1244,4929,11298,9942"
464,464,"4798,2140,10326,7138,544,1290,9101,13346,8562,2291"
473,473,"5495,12665,544,8562,10326,4798,1290,9101,9942,8224"
481,481,"10326,6220,4798,217,6383,717,350,12665,8421,10077"
490,490,"4277,275,350,4798,10326,8483,9340,10568,544,3428"
494,494,"4798,8562,6220,10326,6971,5303,3950,12665,13346,9942"
497,497,"1290,2989,7120,12869,9730,7679,11298,7669,12655,544"
510,510,"2343,544,3950,6220,9942,13346,12665,3428,64,6795"
511,511,"10326,4798,6220,8562,12857,8421,4277,2140,717,5303"
512,512,"1290,9693,2343,544,1244,7120,5532,4576,9101,11298"
524,524,"1290,7120,12869,1244,11298,9962,9295,789,4664,4929"
525,525,"10326,4798,544,5303,4277,3950,6971,2218,8562,12665"
545,545,"10326,4798,8421,10594,8562,12857,544,217,1290,717"
560,560,"10326,8562,3950,4798,6220,13346,544,6433,3428,217"
564,564,"9693,2343,6795,275,10326,2537,544,6834,8562,3055"
566,566,"13346,2343,4798,9942,12665,3416,5303,3950,8562,275"
568,568,"6220,217,10326,4277,3428,4798,2343,5495,544,8562"
570,570,"8562,6220,8681,7707,544,2218,13296,10429,10326,4798"
573,573,"4798,10326,13346,4277,3950,8562,217,10916,6220,6433"
594,594,"8562,6220,3950,10326,4798,13346,5303,4277,12665,2140"
601,601,"10326,4798,2218,5303,8562,6220,12665,544,3950,6971"
605,605,"3950,5495,2905,4798,12611,10326,544,5999,13346,1290"
