ID,user_id,item_id
12,12,"5303,4277,4798,10326,2140,8562,12857,8421,10916,8483"
14,14,"6220,13296,6971,1290,9942,7637,9668,1863,589,8562"
17,17,"1328,1221,7480,4072,10326,1261,8093,8673,7862,11655"
21,21,"10326,4798,6220,2140,4277,8421,6971,544,8562,6326"
44,44,"1290,11298,7120,1244,11024,9962,789,10607,4664,5135"
55,55,"10326,8562,4798,2218,13296,4277,10916,3950,6220,6326"
56,56,"6971,2343,89,8922,5495,7983,12665,8235,5532,5199"
58,58,"10326,4798,6971,8562,4277,5303,13296,13346,544,2140"
59,59,"4798,3950,6220,10326,13346,4277,5545,7707,12857,9942"
79,79,"10326,6220,4277,13346,4798,6971,7707,2343,8562,2140"
81,81,"1290,7120,9101,11298,2989,4929,12869,4576,544,1244"
85,85,"4798,2140,10326,8590,8562,6971,5303,2218,12857,6220"
92,92,"1290,11298,11024,7120,12869,4576,10389,1779,10607,4664"
97,97,"3950,12665,13346,9942,2218,4798,3055,4602,931,5495"
100,100,"4798,13346,2140,10326,8562,8421,10916,3950,8161,4277"
112,112,"6971,3950,4798,6220,2140,7707,12857,9733,5610,8562"
122,122,"4277,10326,3950,8562,6220,4798,217,717,13296,10568"
133,133,"2343,9693,8590,9532,9942,544,8483,6659,1323,6220"
141,141,"1290,6220,13296,1863,8562,7120,6971,5149,8703,2058"
144,144,"9295,6954,13330,12449,7188,816,1166,5238,12143,6919"
149,149,"1290,7120,4929,4576,11298,10663,10674,2916,4163,7679"
153,153,"3950,6220,10326,4798,2218,8562,5303,12857,13296,13346"
166,166,"6971,1290,5001,8235,9375,9532,3464,7120,7983,7024"
220,220,"8562,4798,6220,13346,2218,9942,8413,5545,6326,13296"
231,231,"3950,2343,9693,9532,5199,5532,9404,3507,12665,13346"
262,262,"1290,6971,10326,7120,4798,4929,12857,5303,2140,8590"
274,274,"6220,6971,2218,544,2140,4798,1290,10326,3950,12665"
277,277,"2343,4576,4277,544,5545,6971,12470,12665,13346,89"
281,281,"1290,7120,4929,6971,9295,10663,789,5135,11298,9962"
291,291,"217,3428,8421,717,4798,7802,8792,1735,5303,9489"
300,300,"10326,6220,8562,6971,4798,5303,4277,2140,13296,9942"
310,310,"4798,5303,10326,2218,2140,8562,544,11384,8421,31"
332,332,"5495,12470,13306,5155,609,3565,1642,8188,10236,3357"
344,344,"10326,4277,4798,8562,8421,6433,217,12857,10594,13249"
359,359,"1290,6220,7120,544,13296,89,4576,2989,2218,9101"
380,380,"5495,5199,10835,2903,5532,2343,4117,5999,8279,11357"
386,386,"6220,9942,8562,3950,4277,12665,13296,3428,6971,4798"
426,426,"3950,13346,6220,3055,2218,8562,5524,8235,5199,931"
436,436,"10326,4798,4277,8562,6971,2140,12857,8421,13346,544"
