ID,user_id,item_id
12,12,"4798,10326,5303,4277,8562,2140,12857,8483,544,10916"
14,14,"6220,1290,13296,9942,8562,4798,10326,544,6971,7120"
17,17,"1328,10326,544,4798,1290,9942,8562,11298,7120,2989"
21,21,"10326,4798,6220,544,4277,8562,6971,2140,8421,13346"
44,44,"1290,11298,7120,1244,11024,9101,4664,12869,9962,9295"
55,55,"10326,8562,4798,2218,3950,13346,4277,6220,13296,10916"
56,56,"6971,2343,5495,89,12665,4798,544,9693,1290,10326"
58,58,"10326,4798,6971,8562,544,13346,4277,3950,5303,6220"
59,59,"4798,3950,10326,6220,13346,9942,4277,12857,6971,5545"
79,79,"10326,4798,6220,13346,4277,8562,544,2343,6971,3950"
81,81,"1290,7120,11298,9101,2989,544,1244,12869,4576,4929"
85,85,"4798,10326,8562,5303,6971,6220,2140,544,12857,2218"
92,92,"1290,11298,7120,12869,11024,4576,10389,1244,1779,2989"
97,97,"3950,12665,9942,13346,4798,5495,10326,2218,544,1290"
100,100,"4798,10326,8562,13346,3950,2140,8421,10916,4277,6433"
112,112,"3950,4798,6971,6220,8562,10326,2140,544,12857,7707"
122,122,"10326,8562,3950,4798,4277,6220,217,717,10568,3428"
133,133,"2343,9693,544,9942,9532,6659,8483,8590,6220,4798"
141,141,"1290,6220,8562,7120,13296,544,10326,4798,9942,6971"
144,144,"9295,544,1290,4798,10326,9942,8562,6954,11298,9101"
149,149,"1290,7120,11298,4929,4576,1244,7679,10663,9730,9101"
153,153,"4798,10326,3950,6220,8562,2218,13346,5303,12857,4277"
166,166,"1290,6971,544,7120,10326,2989,4798,9532,3464,9942"
220,220,"4798,8562,6220,13346,9942,8413,2218,12665,544,6326"
231,231,"3950,2343,9693,12665,9532,13346,8562,9404,5199,544"
262,262,"1290,10326,4798,6971,7120,12857,4929,544,5303,13346"
274,274,"6220,6971,544,2218,4798,1290,10326,2140,12665,3950"
277,277,"2343,544,4277,4576,12665,12470,13346,10326,1290,6971"
281,281,"1290,7120,6971,4929,11298,9295,544,1244,10663,789"
291,291,"217,3428,4798,717,8421,544,10326,9942,1290,8562"
300,300,"10326,8562,6220,4798,6971,5303,9942,544,4277,3950"
310,310,"4798,10326,5303,8562,544,2218,6220,2140,9942,4277"
332,332,"5495,12470,13306,544,1290,10326,8188,9942,4798,8562"
344,344,"10326,4798,4277,8562,217,6433,12857,8421,13249,10594"
359,359,"1290,544,6220,7120,2989,13296,9101,11298,89,1244"
380,380,"5495,2343,5199,544,1290,9942,10326,4798,2903,8562"
386,386,"6220,9942,8562,3950,4798,12665,3428,4277,13346,6971"
426,426,"3950,13346,6220,8562,2218,12665,3055,544,1290,10326"
436,436,"4798,10326,8562,4277,544,13346,6971,12857,2140,3950"
453,453,"6220,6971,4798,544,8562,89,10326,2218,13346,3950"
461,461,"7120,544,10326,2989,6971,1244,9101,4929,11298,9942"
464,464,"4798,2140,10326,544,1290,8562,9942,11298,13346,7120"
473,473,"5495,12665,544,8562,1290,10326,4798,9942,11298,7120"
481,481,"10326,6220,4798,217,6383,717,12665,350,13346,11969"
490,490,"4277,275,350,4798,10326,8483,544,3428,6220,10568"
494,494,"4798,8562,6220,10326,6971,3950,5303,12665,9942,13346"
497,497,"1290,2989,7120,12869,9730,7679,11298,544,7669,12655"
510,510,"2343,544,3950,6220,9942,13346,8562,12665,3428,4798"
511,511,"10326,4798,6220,8562,12857,8421,4277,544,2140,1290"
512,512,"1290,2343,9693,544,7120,1244,4576,11298,5532,2989"
524,524,"1290,7120,12869,11298,1244,9962,789,544,9295,4929"
525,525,"10326,4798,544,4277,3950,5303,6971,2218,8562,12665"
545,545,"10326,4798,8421,8562,544,1290,10594,217,9942,12857"
560,560,"8562,10326,3950,6220,4798,13346,544,3428,217,6433"
564,564,"2343,9693,6795,10326,544,275,8562,9942,3055,4277"
566,566,"2343,13346,9942,4798,3950,8562,12665,5303,6220,3416"
568,568,"6220,10326,217,4277,4798,3428,2343,544,5495,8562"
570,570,"8562,6220,7707,544,2218,13296,8681,10326,4798,1290"
573,573,"4798,10326,3950,4277,13346,8562,6220,544,217,6433"
594,594,"8562,6220,3950,10326,4798,13346,5303,4277,12665,9942"
601,601,"10326,4798,2218,8562,5303,6220,1290,544,12665,3950"
605,605,"3950,5495,4798,2905,544,10326,1290,9942,8562,13346"
641,641,"6220,4798,9942,3950,10326,2343,13346,3428,544,5495"
650,650,"9942,6220,3950,2218,217,3428,8562,544,5303,5545"
675,675,"6220,9942,6971,8562,12665,3950,4798,544,7707,10326"
677,677,"1290,7120,4929,10663,544,1244,9962,789,11298,10326"
679,679,"10326,544,9942,6220,6971,4798,8562,5303,4277,2218"
683,683,"3950,13346,8562,4798,544,1290,10326,9942,5610,11298"
687,687,"10326,4798,544,8562,6220,13346,1290,12665,5303,3950"
705,705,"4798,275,544,5303,10326,4277,1290,12404,9942,8562"
708,708,"1290,7120,544,11298,1244,9101,6971,11024,4576,2989"
712,712,"6220,9942,8562,3950,5495,12665,13346,10326,2218,4798"
715,715,"4798,5303,2140,6971,10326,8562,13346,544,3950,1290"
728,728,"1290,7120,11298,1244,9101,4576,2989,544,9962,9730"
743,743,"2343,12665,544,2218,10326,9693,3950,6971,6220,5532"
753,753,"6220,544,8562,7707,9942,5495,2989,10326,1290,3950"
757,757,"4798,10326,5303,9942,6971,13346,6220,3950,8562,2218"
768,768,"5495,3950,10326,8562,13346,2218,8413,12470,5303,4798"
797,797,"2343,5532,6795,544,6220,9532,10326,1290,10835,4798"
813,813,"12665,1290,6220,544,6971,11298,10326,9942,4798,7120"
832,832,"1290,7120,11298,4929,6971,9101,1244,10663,2989,12869"
833,833,"10326,4798,6220,9942,8562,3950,5303,13346,544,12665"
844,844,"2343,12665,13346,6220,9942,10326,6971,544,4798,4277"
858,858,"10326,544,4277,3950,6220,8562,1290,4798,50,8590"
874,874,"11298,12869,4576,6220,11024,1290,544,9730,7120,12665"
875,875,"10326,12470,8562,4798,544,5303,4277,6220,13346,2218"
892,892,"4798,6220,8562,5303,10326,2140,544,1290,7707,9942"
897,897,"3950,3428,13346,6220,9942,12665,544,8562,1290,10326"
912,912,"1290,7120,4798,6971,8590,10326,4929,544,9295,5303"
924,924,"6220,13346,8562,9942,5545,4798,544,12665,7707,5485"
926,926,"1290,6220,544,13296,9942,5545,8562,12665,10326,7120"
933,933,"10326,5303,6220,4277,544,2140,5495,8562,9942,4798"
944,944,"8562,6220,9942,3950,2343,13346,5545,89,3428,13296"
951,951,"5495,4798,6220,2218,6971,5303,8562,10326,544,8590"
974,974,"8562,6220,544,9942,4798,3950,13346,3428,13296,5545"
1010,1010,"544,4798,1290,10326,9942,8562,11298,7120,2989,12665"
1013,1013,"6971,12665,89,1290,544,4798,8562,10326,3950,9942"
1016,1016,"1290,4798,8562,6220,7120,9942,2218,6971,8590,5303"
1023,1023,"1290,7120,6220,1244,6971,89,11298,12665,11024,2218"
1035,1035,"544,12665,1290,10326,6971,5303,6220,4277,2218,217"
1046,1046,"1290,544,7120,10326,11298,9101,1244,2989,5303,6971"
1051,1051,"1290,7120,2989,9942,544,2218,8562,8590,10326,6220"
1057,1057,"10326,5303,4798,6971,8421,8562,544,12857,1290,8483"
1064,1064,"1290,7120,4798,6971,10326,8590,4929,8562,2140,5303"
1080,1080,"544,4798,10326,1290,9942,8562,11298,7120,2989,12665"
1089,1089,"10326,8562,4798,4277,544,6220,217,13346,3950,5303"
1090,1090,"8562,13346,10326,3950,4277,6971,4798,10916,8421,12665"
1103,1103,"8562,10326,4798,13346,10916,3950,217,6433,544,4277"
1123,1123,"1290,7120,6971,4929,10663,544,4798,10326,6220,9942"
1134,1134,"10326,4798,8562,5303,4277,13346,8421,3950,12857,2140"
1136,1136,"8562,3950,4798,10326,9942,2218,13346,4277,12665,544"
1139,1139,"6220,5495,13296,9942,544,1290,6971,7707,8562,10326"
1154,1154,"6220,544,12665,3428,10326,9942,4277,2343,4798,8562"
1169,1169,"1290,6220,11298,544,1244,2989,4576,4929,9101,9942"
1173,1173,"8562,8188,6220,7707,4798,3950,10326,544,2218,13346"
1178,1178,"544,1290,10326,4798,8562,9942,11298,12665,13346,7120"
1190,1190,"8562,3950,4798,6971,10326,13346,5303,12665,2218,5495"
1205,1205,"6220,8562,4798,3950,10326,6971,5303,9942,13346,8413"
1217,1217,"11298,1290,2989,7120,11024,4576,1244,12869,9730,7679"
1218,1218,"544,2343,6220,9693,9942,9101,89,13296,9532,5532"
1230,1230,"6220,10326,8562,4798,544,12665,3950,2218,2343,6971"
1250,1250,"10326,8562,4798,4277,5303,6433,2140,6220,544,10594"
1252,1252,"3950,2343,4798,12665,8562,544,5303,6971,10326,6220"
1276,1276,"2343,9693,9942,2218,5532,544,5199,1290,10326,4798"
1279,1279,"1290,7120,11298,1244,6971,9962,789,4929,544,5135"
1281,1281,"10326,217,4798,5303,4277,8590,12857,8421,8562,9942"
1288,1288,"3950,8562,6220,4277,3428,5495,13346,5303,10326,2218"
1305,1305,"11298,1290,1244,9730,9962,4664,544,7120,10607,789"
1320,1320,"8562,4798,3950,8413,10326,6326,10916,544,1290,13249"
1321,1321,"3950,5495,10326,13346,6971,4798,2343,5303,6220,2218"
1328,1328,"9942,6220,6659,8562,2218,13296,7707,5303,4798,544"
1343,1343,"4798,10326,8562,4277,544,6971,13346,12857,217,5303"
1345,1345,"1290,7120,544,2989,11298,4277,10326,4798,9101,4576"
1374,1374,"11298,7120,1244,12869,7679,4664,4576,9101,544,11024"
1410,1410,"1290,7120,4929,10326,544,10663,4798,11298,9942,8562"
1414,1414,"12857,6433,10326,544,10594,8562,1290,8483,4798,9942"
1420,1420,"8562,9942,6220,4798,2218,3950,13346,13296,10326,5545"
1440,1440,"2343,8562,8590,544,1290,10326,9693,4798,9942,7120"
1441,1441,"2989,544,6220,9942,1290,8562,10326,4798,11298,7679"
1443,1443,"1290,11298,4576,11024,1244,9101,544,2989,9693,7679"
1458,1458,"1290,7120,11298,10326,544,1244,9101,4277,12869,9295"
1492,1492,"6220,9942,13346,4798,3950,10326,5545,6971,8562,544"
1496,1496,"10326,4798,6971,1290,8562,5303,544,2218,8590,12665"
1499,1499,"3950,12665,10326,4798,3055,13346,544,8562,5303,2343"
1504,1504,"1290,11298,7120,9101,544,2989,11024,12869,1244,7679"
1516,1516,"6220,8562,13346,2343,9942,3950,4277,10326,4798,13249"
1523,1523,"4798,217,9455,544,1290,10326,9942,13346,8562,11298"
1534,1534,"544,1290,10326,4798,9942,8562,11298,7120,2989,12665"
1539,1539,"1290,7120,6220,544,11298,9942,11024,4576,12665,11969"
1559,1559,"1290,7120,2989,4576,6971,1244,11024,9101,9730,4664"
1572,1572,"6220,9942,3950,12665,8562,544,10326,2218,4798,3428"
1573,1573,"10326,4277,4798,544,12857,717,5303,8421,217,10594"
1601,1601,"544,1290,6220,9942,7707,7120,6971,4798,9101,10326"
1603,1603,"4798,8562,3950,10326,544,13346,1290,9942,11298,6220"
1604,1604,"544,217,4277,4798,13346,350,10326,717,1978,3950"
1613,1613,"1290,11298,2989,4576,11024,7120,544,1244,7679,9101"
1634,1634,"4798,10326,4277,6659,6220,8562,3950,6971,1328,9404"
1642,1642,"3950,8562,4798,6220,13346,2218,9942,10326,544,13249"
1643,1643,"1290,7120,2989,1244,6220,11298,6971,544,4929,9101"
1654,1654,"8562,6220,4798,3950,9942,544,10326,6971,9693,13296"
1657,1657,"11298,2989,11024,544,12655,7679,4576,1244,9101,10389"
1674,1674,"1290,6971,2343,6220,4798,544,9942,10326,89,2218"
1702,1702,"10326,6220,8562,13346,9942,3950,13110,7707,6326,12665"
1719,1719,"6659,3950,6220,9942,544,8562,1290,3428,10326,4798"
1725,1725,"8562,4798,10326,6220,3950,13346,12857,4277,9942,12665"
1726,1726,"1290,6971,4798,7120,4929,10326,8562,544,9942,11298"
1728,1728,"544,1290,2343,4576,9693,11969,6971,10326,2989,8590"
1735,1735,"1290,544,89,10326,4798,9942,12665,8562,11298,7120"
1739,1739,"1290,7120,4929,10663,544,10326,4798,11298,9942,8562"
1774,1774,"10326,4798,3950,8562,6220,4277,3428,13346,5303,6971"
1780,1780,"4798,10326,544,4277,9101,6220,11969,217,1323,350"
1799,1799,"217,544,1290,10326,4798,8562,9942,6270,11298,7120"
1813,1813,"4798,8562,10326,3950,9942,13346,2218,6220,5303,13296"
1834,1834,"8562,3950,13346,4798,12857,10326,10916,6326,544,1290"
1835,1835,"12470,5495,8562,6659,544,1290,10326,4798,9942,11298"
1841,1841,"1290,11298,1244,12869,9962,9101,9730,789,9295,10607"
1863,1863,"6220,3950,8562,3428,9942,12665,5545,4277,10326,4798"
1878,1878,"8562,9942,3950,13346,6220,3428,12857,8413,4798,5545"
1879,1879,"2343,4798,6971,10326,8562,13346,5532,544,5303,6795"
1910,1910,"1290,7120,6971,4798,10663,10326,544,2343,8590,9101"
1911,1911,"8562,4798,10326,5303,544,13249,1290,350,6220,9942"
1919,1919,"13346,2343,9693,9942,6220,5545,544,6971,2989,12665"
1925,1925,"12869,7679,11298,9730,4163,544,1290,2957,9101,3464"
1926,1926,"11298,11024,1290,1244,544,7120,8978,10326,9962,2989"
1931,1931,"10326,544,1290,4798,9942,8562,11298,7120,2989,12665"
1940,1940,"4798,10326,8562,6971,6220,5303,13346,2218,4277,544"
1968,1968,"4798,10326,5303,1328,8483,4277,217,13249,544,13346"
1981,1981,"4798,3950,6971,13346,10326,8413,12857,5303,12665,4277"
1992,1992,"1290,7120,11298,1244,10663,2916,544,2989,9101,10326"
1998,1998,"11298,11024,1290,1779,9295,4664,9101,2989,544,1244"
2000,2000,"1290,7120,4929,11298,9962,1244,10663,789,5135,9101"
2017,2017,"8562,3950,4798,13346,4277,10326,6971,6220,12857,5303"
2036,2036,"544,1290,10326,4798,9942,8562,11298,12665,7120,2989"
2044,2044,"2343,9693,544,6220,11969,8562,10326,4798,9942,3950"
2047,2047,"1290,11298,1244,7120,9101,12869,1779,9730,544,6591"
2052,2052,"10326,5303,544,1290,8562,4798,9942,350,11298,6971"
