ID,user_id,item_id
12,12,"4798,5303,10326,4277,2140,8562,12857,8421,10916,8483"
14,14,"6220,13296,6971,1290,9942,7637,9668,8562,1863,589"
17,17,"1328,1221,7480,4072,10326,1261,8093,8673,7862,11655"
21,21,"10326,4798,6220,2140,4277,544,8421,6971,8562,6326"
44,44,"1290,11298,7120,1244,11024,9962,9101,789,4664,10607"
55,55,"10326,8562,4798,2218,13296,10916,4277,3950,6326,10594"
56,56,"6971,2343,89,8922,5495,12665,7983,5199,8235,4798"
58,58,"10326,4798,6971,8562,4277,5303,13346,544,3950,6433"
59,59,"4798,3950,6220,10326,13346,4277,12857,9942,5545,8421"
79,79,"10326,6220,4798,13346,4277,8562,2343,6971,7707,544"
81,81,"1290,7120,9101,11298,2989,12869,544,1244,4929,4576"
85,85,"4798,10326,2140,8562,5303,6971,8590,12857,6220,2218"
92,92,"1290,11298,7120,12869,11024,4576,1779,10389,4664,10607"
97,97,"3950,12665,13346,9942,4798,4602,3055,2218,5495,931"
100,100,"4798,13346,8562,10326,8421,2140,10916,3950,8161,6433"
112,112,"3950,6971,4798,6220,2140,7707,12857,8562,9733,5610"
122,122,"10326,8562,3950,4277,4798,6220,217,717,10568,6326"
133,133,"2343,9693,9532,8590,8483,544,6659,9942,1323,6220"
141,141,"1290,6220,13296,1863,8562,5149,8703,7120,2058,7637"
144,144,"9295,6954,13330,12449,7188,816,1166,5238,12143,6919"
149,149,"1290,7120,4929,11298,4576,10663,10674,7679,2916,1244"
153,153,"3950,4798,10326,6220,2218,8562,5303,12857,13346,8421"
166,166,"6971,1290,5001,9532,9375,8235,3464,7024,7983,4497"
220,220,"8562,4798,6220,13346,8413,9942,2218,6326,5545,13296"
231,231,"3950,2343,9693,9532,5199,5532,9404,3507,12665,13346"
262,262,"1290,10326,6971,4798,7120,12857,4929,5303,8205,13346"
274,274,"6220,6971,2218,544,4798,2140,1290,10326,3950,12665"
277,277,"2343,544,4576,4277,12470,12665,89,13346,6971,5545"
281,281,"1290,7120,4929,6971,9295,10663,11298,5135,789,3697"
291,291,"217,3428,717,8421,4798,7802,8792,1735,5303,9489"
300,300,"10326,6220,8562,6971,4798,5303,4277,2140,9942,13296"
310,310,"4798,5303,10326,8562,2218,2140,544,11384,31,8421"
332,332,"5495,12470,13306,609,5155,3565,1642,8188,3357,10236"
344,344,"10326,4798,4277,8562,6433,217,8421,12857,10594,13249"
359,359,"1290,6220,544,7120,13296,89,2989,9101,4576,11298"
380,380,"5495,5199,10835,2903,5532,2343,4117,11357,8279,5999"
386,386,"6220,9942,8562,3950,12665,3428,4798,4277,6971,13296"
426,426,"3950,13346,6220,3055,2218,8562,5524,8235,12665,89"
436,436,"4798,10326,4277,8562,12857,6971,2140,13346,8421,544"
453,453,"6220,6971,89,4798,2218,544,5545,8562,9532,13346"
461,461,"7120,544,6971,4929,2989,10326,1244,10663,9962,9101"
464,464,"2140,4798,7138,10326,2291,9306,6588,9771,13214,10868"
473,473,"5495,12665,8224,6378,896,11019,527,1440,3050,10779"
481,481,"10326,6220,4798,217,6383,717,8421,350,11969,10077"
490,490,"4277,275,350,9340,4798,8483,10326,7138,10568,9234"
494,494,"4798,8562,6220,10326,6971,5303,3950,12665,7707,9942"
497,497,"1290,2989,7120,12869,7679,9730,11298,7669,12655,11554"
510,510,"2343,544,3950,6220,9942,13346,5532,3428,64,6795"
511,511,"10326,4798,6220,8562,8421,12857,2140,4277,717,5303"
512,512,"1290,2343,9693,544,7120,1244,5532,4576,6834,11298"
524,524,"1290,7120,9962,12869,789,5135,1244,11298,4664,9295"
525,525,"10326,4798,544,5303,4277,3950,6971,2218,2140,8562"
545,545,"10326,8421,4798,10594,8161,7833,12856,13123,11843,8562"
560,560,"8562,10326,3950,6220,4798,13346,6433,8421,3428,544"
564,564,"2343,9693,6795,6834,275,2537,3055,10835,10326,8562"
566,566,"2343,13346,3416,9942,4798,11540,5303,3950,13306,1978"
568,568,"6220,217,4277,10326,3428,2343,4798,8421,5495,544"
570,570,"8562,7707,6220,13296,2218,8681,10429,544,12606,7706"
573,573,"4277,3950,4798,10326,13346,8562,2140,217,6433,10916"
594,594,"6220,8562,3950,5303,13346,10326,4798,4277,2140,8421"
601,601,"10326,4798,2218,5303,6220,2140,8562,6971,3950,12665"
605,605,"2905,3950,12611,5495,5999,11357,406,3035,1408,4798"
641,641,"6220,3950,4798,9942,2343,3428,13346,10326,5495,13306"
650,650,"6220,9942,3950,2218,217,5545,3428,5303,4277,8562"
675,675,"6220,9942,6971,8562,12665,3870,3950,7707,5545,12404"
677,677,"1290,7120,4929,10663,789,9962,3697,2916,12030,12497"
679,679,"10326,6971,544,6220,9942,5303,4277,4798,8562,2218"
683,683,"3950,13346,5610,8562,8746,8572,9245,4113,5700,2996"
687,687,"10326,4798,544,8562,6220,13346,5303,12665,8421,1290"
705,705,"275,5303,4798,12404,4277,544,10326,7063,1912,7138"
708,708,"1290,7120,544,1244,11298,11024,6971,9101,4576,10663"
712,712,"6220,3950,9942,8562,5495,13306,2218,12665,13346,13110"
715,715,"4798,2140,5303,6971,13346,7578,10326,8562,11000,3950"
728,728,"1290,7120,11298,1244,9101,4576,9962,789,5135,2989"
743,743,"2343,2218,12665,9693,544,10326,5532,2903,5199,6971"
753,753,"6220,7707,544,8562,9942,8208,8333,4413,5007,5495"
757,757,"4798,10326,5303,6971,13346,9942,8421,6220,3950,2218"
768,768,"5495,3950,8413,2218,13346,8562,10326,12470,5303,5199"
797,797,"2343,5532,6795,10835,2537,9532,6834,5866,4388,6220"
813,813,"12665,1290,4205,6971,7637,8703,6220,10332,13228,2847"
832,832,"1290,7120,4929,11298,6971,10663,9295,9962,789,2916"
833,833,"10326,6220,4798,9942,8562,5303,3950,13346,2140,5545"
844,844,"2343,12665,13346,6220,6971,5545,9942,64,10326,8235"
858,858,"10326,4277,544,3950,6220,50,8562,8590,4798,1290"
874,874,"11298,4576,12869,11024,6220,1290,9730,3222,12995,2874"
875,875,"10326,12470,8562,5303,4277,4798,544,13296,8421,5199"
892,892,"4798,6220,8562,5303,2140,7707,4698,9937,10326,6971"
897,897,"3950,3428,13346,4602,5524,931,6220,12665,2789,9942"
912,912,"1290,7120,4798,8590,6971,4929,9295,5303,10326,10663"
924,924,"6220,13346,5545,8562,5485,9942,7707,12606,4798,13296"
926,926,"6220,1290,13296,5545,544,7707,12665,9942,8562,10326"
933,933,"5303,4277,2140,6220,10326,544,5495,8562,9178,2218"
944,944,"8562,6220,3950,9942,2343,5545,89,13296,13346,13110"
951,951,"5495,2218,6971,4798,5303,6220,8562,8590,2140,12470"
974,974,"8562,6220,544,9942,13296,5545,3950,4798,7707,3428"
1010,1010,"9306,5946,383,13214,12871,165,2149,11692,4798,544"
1013,1013,"6971,89,7024,7983,12665,3055,8922,13191,12662,3950"
1016,1016,"1290,4798,2218,6220,8562,7120,9942,6971,8590,5303"
1023,1023,"1290,7120,6220,6971,89,1244,13296,11024,5545,2218"
1035,1035,"544,12665,6971,5303,1290,4277,10326,6220,2140,2218"
1046,1046,"1290,544,7120,11298,10326,5303,6971,4576,1244,9101"
1051,1051,"1290,7120,8590,2218,2989,9942,544,11615,8562,12723"
1057,1057,"5303,10326,8421,6971,7138,4798,12779,1912,12857,10594"
1064,1064,"1290,7120,4798,6971,10326,8590,4929,2140,10663,9295"
1080,1080,"12104,7589,10566,9998,7688,10434,11552,3573,4005,4798"
1089,1089,"10326,8562,4277,4798,544,6220,217,5303,2140,13346"
1090,1090,"13346,8562,10326,4277,3950,6971,8421,10916,4798,8161"
1103,1103,"8562,10326,4798,10916,13346,3950,6433,217,1681,8161"
1123,1123,"1290,7120,6971,4929,10663,12030,6243,2885,2286,5573"
1134,1134,"10326,4798,5303,8562,4277,8421,13346,2140,12857,3950"
1136,1136,"3950,8562,4798,10326,2218,9942,4277,13346,5545,12665"
1139,1139,"6220,13296,5495,7707,9942,6971,1863,544,5545,1290"
1154,1154,"6220,3428,12665,544,9942,10326,4277,7707,2343,4798"
1169,1169,"1290,6220,11298,4929,1244,4576,544,10663,2989,9101"
1173,1173,"8562,8188,7707,6220,10429,13296,12606,3950,4798,2218"
1178,1178,"5875,8235,7024,11403,13191,7289,7983,12669,2281,5524"
1190,1190,"8562,3950,4798,6971,5303,13346,10326,10835,6326,2218"
1205,1205,"6220,8562,4798,3950,5303,6971,8413,10326,13346,2140"
1217,1217,"11298,1290,11024,2989,4576,7120,11918,12869,1244,7679"
1218,1218,"544,2343,9693,6220,9942,9101,89,13296,5532,9532"
